user_id,content_id,watch_date,completion_percentage,rating,watched_on_device
USR_119,NFX_3981,2024-07-03,30,2.6,TV
USR_119,NFX_642,2024-04-17,17,2.1,Laptop
USR_119,NFX_3601,2024-10-26,13,,Mobile
USR_119,NFX_6319,2024-05-25,67,2.5,Laptop
USR_119,NFX_7759,2024-08-28,72,3.2,Mobile
USR_119,NFX_2855,2024-08-04,80,4.8,Tablet
USR_119,NFX_33,2024-11-27,43,2.7,TV
USR_119,NFX_3688,2024-04-18,20,1.0,Smart TV
USR_119,NFX_1766,2024-07-05,46,3.5,Laptop
USR_119,NFX_8302,2024-08-05,67,3.1,Smart TV
USR_119,NFX_5382,2024-10-24,97,4.6,Tablet
USR_119,NFX_3220,2024-06-03,65,2.8,Tablet
USR_119,NFX_4900,2024-07-10,57,3.9,TV
USR_119,NFX_7813,2024-04-25,71,2.7,Mobile
USR_119,NFX_4846,2024-04-06,23,2.8,TV
USR_119,NFX_8690,2024-04-19,62,3.5,TV
USR_119,NFX_5933,2024-05-24,82,4.2,Smart TV
USR_119,NFX_6970,2024-04-27,99,4.0,Tablet
USR_119,NFX_820,2024-07-19,16,2.8,TV
USR_119,NFX_4257,2024-07-27,60,2.8,Smart TV
USR_119,NFX_668,2024-08-18,43,3.5,Smart TV
USR_119,NFX_1906,2024-08-01,56,3.5,Smart TV
USR_119,NFX_848,2024-11-16,77,4.5,TV
USR_119,NFX_459,2024-09-10,71,2.9,Mobile
USR_119,NFX_2522,2024-07-03,34,2.7,Laptop
USR_119,NFX_5386,2024-08-25,38,2.6,Laptop
USR_119,NFX_4251,2024-05-28,94,4.6,TV
USR_119,NFX_5100,2024-04-02,19,2.8,Smart TV
USR_119,NFX_1804,2024-11-06,86,4.7,Laptop
USR_119,NFX_5390,2024-08-18,28,1.0,Smart TV
USR_120,AMZ_2778,2024-10-19,84,4.0,Mobile
USR_120,AMZ_4331,2024-08-16,63,4.2,Laptop
USR_120,NFX_4399,2024-07-24,66,2.9,Laptop
USR_120,AMZ_2062,2024-10-07,45,2.8,TV
USR_120,AMZ_1528,2024-11-12,72,2.1,Smart TV
USR_120,AMZ_4928,2024-04-06,86,4.7,Smart TV
USR_120,AMZ_41,2024-06-02,17,3.1,Mobile
USR_120,AMZ_3892,2024-10-15,56,3.7,TV
USR_120,AMZ_2044,2024-10-17,22,1.4,Smart TV
USR_120,NFX_4662,2024-11-07,18,1.8,TV
USR_120,AMZ_3195,2024-06-26,83,5.0,Laptop
USR_120,NFX_5436,2024-06-08,43,4.0,Tablet
USR_120,AMZ_1485,2024-06-03,65,4.0,Smart TV
USR_120,AMZ_3875,2024-10-31,31,1.8,Tablet
USR_120,NFX_7006,2024-08-02,86,4.6,Mobile
USR_120,NFX_8510,2024-09-03,82,3.8,Mobile
USR_120,AMZ_1663,2024-08-19,82,4.6,Laptop
USR_120,AMZ_8495,2024-03-20,63,3.7,Smart TV
USR_120,AMZ_1809,2024-11-11,32,1.9,Mobile
USR_120,AMZ_4994,2024-10-06,41,3.9,Mobile
USR_120,AMZ_8292,2024-09-11,77,3.7,Smart TV
USR_120,AMZ_1423,2024-10-15,27,2.5,Laptop
USR_120,AMZ_6113,2024-07-31,58,2.5,Mobile
USR_120,AMZ_2803,2024-05-12,72,3.3,Mobile
USR_120,NFX_3807,2024-07-28,18,1.3,Mobile
USR_120,AMZ_3767,2024-10-04,99,3.2,Laptop
USR_120,AMZ_7237,2024-04-19,73,3.0,Smart TV
USR_120,AMZ_8450,2024-05-31,68,3.4,Laptop
USR_120,AMZ_1156,2024-06-23,40,2.8,Tablet
USR_120,NFX_8132,2024-07-12,45,3.8,TV
USR_120,NFX_2660,2024-04-27,26,2.3,Smart TV
USR_120,AMZ_3162,2024-04-06,40,2.6,Mobile
USR_120,AMZ_2591,2024-05-07,62,2.5,TV
USR_120,AMZ_809,2024-06-19,10,,Laptop
USR_120,AMZ_3310,2024-10-27,59,2.7,TV
USR_120,AMZ_17,2024-11-05,28,3.2,TV
USR_120,NFX_5425,2024-11-04,65,3.8,Smart TV
USR_120,AMZ_6890,2024-04-20,57,2.4,TV
USR_120,NFX_8419,2024-06-02,29,1.0,Laptop
USR_120,AMZ_2413,2024-05-17,30,2.7,Laptop
USR_120,AMZ_4227,2024-11-19,83,4.1,TV
USR_120,NFX_6732,2024-09-15,39,2.0,Mobile
USR_120,NFX_3592,2024-07-20,94,4.3,Laptop
USR_120,AMZ_2620,2024-06-07,100,5.0,Laptop
USR_120,AMZ_8992,2024-09-18,30,1.0,Tablet
USR_120,NFX_7629,2024-05-05,53,3.6,Mobile
USR_120,AMZ_3447,2024-10-12,13,,Mobile
USR_120,AMZ_2148,2024-10-16,10,,Mobile
USR_120,AMZ_4625,2024-04-07,41,4.1,Tablet
USR_120,AMZ_3570,2024-07-09,69,3.5,Smart TV
USR_120,NFX_5286,2024-10-04,88,4.3,Smart TV
USR_120,AMZ_4997,2024-11-20,64,2.6,Tablet
USR_120,NFX_3743,2024-09-26,80,3.6,TV
USR_120,AMZ_2012,2024-09-14,82,4.0,Laptop
USR_120,AMZ_1679,2024-10-05,35,1.5,Laptop
USR_120,AMZ_4169,2024-05-26,96,3.6,TV
USR_120,AMZ_295,2024-07-17,16,1.3,Laptop
USR_121,NFX_6110,2024-10-30,21,2.3,Tablet
USR_121,NFX_8154,2024-03-26,24,1.8,Smart TV
USR_121,NFX_6149,2024-11-10,82,4.6,Tablet
USR_121,NFX_4026,2024-01-02,91,5.0,Tablet
USR_121,DSN_730,2024-04-14,87,4.6,Mobile
USR_121,NFX_1671,2024-05-03,78,3.5,Smart TV
USR_121,DSN_651,2024-02-18,82,5.0,Smart TV
USR_121,NFX_1895,2024-03-01,16,2.0,Mobile
USR_121,DSN_998,2024-04-03,35,2.4,Tablet
USR_121,NFX_2079,2024-01-23,10,,Laptop
USR_121,NFX_553,2024-02-19,76,2.7,TV
USR_121,NFX_4985,2024-09-28,15,2.3,TV
USR_121,DSN_478,2024-04-30,41,3.2,Mobile
USR_121,DSN_817,2024-09-18,25,1.9,TV
USR_121,NFX_6251,2024-03-01,67,2.8,Laptop
USR_121,NFX_2243,2024-11-06,84,4.0,Laptop
USR_121,NFX_3847,2024-06-12,60,2.8,Laptop
USR_121,DSN_819,2024-05-08,43,3.0,Laptop
USR_121,DSN_1164,2024-01-23,99,4.4,Mobile
USR_121,NFX_739,2024-06-14,83,4.8,Tablet
USR_121,DSN_799,2024-09-30,68,3.7,TV
USR_121,NFX_7936,2024-08-23,65,3.1,TV
USR_121,NFX_1078,2024-04-24,71,2.5,Smart TV
USR_121,NFX_8395,2024-08-03,23,1.2,Smart TV
USR_121,NFX_5388,2024-06-16,90,4.4,Laptop
USR_121,NFX_8602,2024-06-26,30,1.8,Smart TV
USR_121,DSN_83,2024-01-30,85,3.8,Laptop
USR_121,NFX_968,2024-09-24,41,3.3,TV
USR_121,NFX_1616,2024-08-13,52,3.4,TV
USR_121,DSN_349,2024-11-23,29,1.7,Tablet
USR_121,DSN_1419,2024-06-11,33,2.2,Tablet
USR_121,NFX_1751,2024-11-01,77,3.3,Mobile
USR_121,NFX_382,2024-05-02,97,3.9,Mobile
USR_121,NFX_1496,2024-11-28,50,3.3,Mobile
USR_121,NFX_587,2024-04-11,68,3.0,Tablet
USR_121,NFX_6509,2024-08-11,24,2.2,Mobile
USR_121,DSN_741,2024-02-03,11,,Tablet
USR_121,DSN_1175,2024-01-24,46,3.0,TV
USR_121,DSN_560,2024-06-30,53,3.9,Tablet
USR_121,DSN_665,2024-11-01,65,3.8,Smart TV
USR_121,DSN_864,2024-02-29,29,1.7,TV
USR_121,DSN_1013,2024-10-09,58,2.7,Laptop
USR_121,NFX_1073,2024-05-18,59,2.7,Smart TV
USR_121,NFX_1271,2024-09-13,39,2.1,Tablet
USR_121,NFX_852,2024-10-20,87,3.9,Smart TV
USR_121,DSN_554,2024-01-13,56,2.8,TV
USR_121,NFX_3108,2024-02-01,84,3.5,Mobile
USR_121,DSN_182,2024-07-10,89,4.0,TV
USR_121,NFX_7787,2024-01-26,22,1.1,TV
USR_121,DSN_156,2024-11-08,79,2.9,Tablet
USR_121,DSN_1130,2024-08-05,77,2.6,Smart TV
USR_121,NFX_460,2024-01-10,54,3.6,Smart TV
USR_121,DSN_960,2024-02-01,38,3.0,Mobile
USR_121,NFX_3911,2024-10-20,59,3.5,Laptop
USR_121,NFX_7022,2024-06-09,96,4.0,Tablet
USR_121,NFX_6550,2024-05-11,45,3.0,Tablet
USR_121,NFX_1270,2024-04-19,16,1.0,TV
USR_121,DSN_1064,2024-01-23,50,2.4,Tablet
USR_121,NFX_3069,2024-03-27,75,3.0,Mobile
USR_121,NFX_4121,2024-06-24,22,1.6,Smart TV
USR_121,DSN_573,2024-03-04,18,2.1,Mobile
USR_121,DSN_446,2024-05-19,81,4.3,Mobile
USR_121,DSN_844,2024-08-09,80,3.9,TV
USR_121,DSN_1317,2024-01-07,81,4.7,TV
USR_121,NFX_763,2024-11-07,14,,Tablet
USR_121,NFX_1717,2024-01-01,93,4.8,Smart TV
USR_121,NFX_526,2024-04-08,70,4.0,Mobile
USR_121,DSN_1023,2024-09-25,78,2.3,Mobile
USR_121,NFX_7486,2024-03-12,73,3.8,Tablet
USR_121,NFX_6453,2024-08-09,80,4.7,Smart TV
USR_121,NFX_4060,2024-03-03,54,3.1,Tablet
USR_121,NFX_5200,2024-07-04,55,2.9,Laptop
USR_122,AMZ_4437,2024-06-27,81,4.0,Laptop
USR_122,AMZ_9224,2024-03-16,63,3.5,Mobile
USR_122,NFX_675,2024-09-17,24,1.9,Smart TV
USR_122,NFX_1664,2024-05-04,92,4.5,Smart TV
USR_122,AMZ_4168,2023-03-01,69,3.8,Laptop
USR_122,AMZ_7376,2023-07-23,68,3.1,TV
USR_122,NFX_558,2023-09-10,80,4.6,Laptop
USR_122,AMZ_8654,2023-10-29,100,3.8,TV
USR_122,AMZ_7005,2023-12-11,85,4.3,Tablet
USR_122,AMZ_1177,2023-08-29,17,2.3,TV
USR_122,NFX_6090,2024-01-03,70,2.5,Laptop
USR_122,AMZ_7076,2023-05-22,33,1.8,Smart TV
USR_122,DSN_980,2024-09-07,24,2.7,Laptop
USR_122,AMZ_9403,2023-03-08,20,1.2,Tablet
USR_122,AMZ_5660,2024-07-28,40,4.2,Mobile
USR_122,DSN_672,2023-07-28,91,4.6,Mobile
USR_122,NFX_946,2024-11-18,48,2.3,Mobile
USR_122,NFX_6317,2024-03-15,33,2.0,Laptop
USR_122,AMZ_8258,2024-08-26,67,2.8,Smart TV
USR_122,NFX_6171,2024-08-01,70,2.9,Tablet
USR_122,AMZ_7353,2024-08-20,99,3.6,TV
USR_122,NFX_4199,2023-09-24,30,1.0,Laptop
USR_122,DSN_824,2023-04-22,27,1.2,Mobile
USR_122,NFX_4069,2024-02-04,32,3.2,Smart TV
USR_122,AMZ_2880,2023-11-22,88,4.3,Tablet
USR_122,NFX_4408,2024-05-12,29,1.1,Smart TV
USR_122,AMZ_4334,2023-09-20,90,4.9,Laptop
USR_122,NFX_4821,2022-12-19,73,3.3,Tablet
USR_122,NFX_474,2023-03-22,98,3.9,TV
USR_122,AMZ_1917,2023-03-14,21,1.4,Laptop
USR_122,AMZ_5506,2023-04-06,24,2.0,Laptop
USR_122,NFX_7381,2024-11-13,18,1.3,Mobile
USR_122,AMZ_4112,2023-07-17,92,3.7,Laptop
USR_122,AMZ_5259,2023-11-08,29,1.9,Tablet
USR_122,DSN_205,2024-03-30,10,,Mobile
USR_122,AMZ_9325,2024-11-23,40,2.6,TV
USR_122,NFX_1628,2023-01-12,47,2.8,Mobile
USR_122,DSN_1251,2024-02-14,88,4.5,Smart TV
USR_122,NFX_2997,2024-09-15,13,,Laptop
USR_122,NFX_1041,2024-04-30,98,3.8,Laptop
USR_122,AMZ_5327,2023-02-25,97,4.1,TV
USR_122,NFX_5335,2023-12-13,88,4.2,Tablet
USR_122,AMZ_1613,2023-12-23,40,3.7,Tablet
USR_122,NFX_6943,2024-01-13,100,3.7,TV
USR_122,NFX_6121,2024-10-19,11,,TV
USR_122,AMZ_4986,2023-05-12,50,3.2,TV
USR_122,NFX_141,2023-12-08,40,2.8,Laptop
USR_122,NFX_8240,2023-08-26,85,4.7,Laptop
USR_122,NFX_2189,2023-07-29,80,4.4,Mobile
USR_122,AMZ_582,2023-08-17,17,2.0,TV
USR_122,AMZ_3437,2023-09-05,40,2.5,Laptop
USR_122,AMZ_7879,2023-06-04,60,2.6,Tablet
USR_122,AMZ_18,2023-07-16,70,3.6,Tablet
USR_122,NFX_3117,2023-04-26,95,3.8,Laptop
USR_122,AMZ_5243,2023-09-05,73,2.4,TV
USR_122,DSN_964,2024-10-19,30,3.2,Smart TV
USR_122,NFX_513,2024-01-16,33,1.7,Laptop
USR_122,AMZ_1107,2023-02-12,53,3.2,TV
USR_122,AMZ_7834,2024-06-28,56,3.2,Smart TV
USR_122,DSN_1229,2024-10-20,55,3.6,Mobile
USR_122,NFX_4600,2023-11-01,55,3.1,TV
USR_122,DSN_350,2024-01-03,36,2.6,TV
USR_122,AMZ_6108,2023-08-06,81,3.7,TV
USR_122,NFX_6763,2023-08-11,66,3.2,Mobile
USR_122,AMZ_2969,2023-04-13,37,1.9,Smart TV
USR_122,AMZ_7944,2024-08-19,59,4.1,Mobile
USR_122,DSN_1359,2023-11-28,24,1.5,TV
USR_122,AMZ_4167,2023-09-02,11,,Mobile
USR_122,AMZ_3166,2024-03-25,12,,Smart TV
USR_122,AMZ_1363,2024-10-02,79,3.2,Smart TV
USR_122,DSN_965,2023-04-18,43,4.1,Tablet
USR_122,NFX_3721,2023-01-07,79,3.7,TV
USR_122,DSN_1286,2023-09-21,37,1.7,Smart TV
USR_122,AMZ_567,2022-12-21,53,3.3,Smart TV
USR_122,DSN_1295,2023-09-23,16,1.5,Mobile
USR_122,AMZ_9410,2024-09-02,30,2.0,Smart TV
USR_122,AMZ_899,2023-05-29,35,2.1,Tablet
USR_122,NFX_8569,2024-09-08,92,4.9,Mobile
USR_123,AMZ_5643,2024-08-24,84,4.5,Mobile
USR_123,AMZ_7354,2024-04-10,57,3.7,Laptop
USR_123,NFX_8380,2024-08-09,41,4.1,Mobile
USR_123,NFX_5682,2023-12-30,14,,Smart TV
USR_123,NFX_3427,2024-02-07,31,2.5,Laptop
USR_123,NFX_1240,2024-05-22,39,3.1,Smart TV
USR_123,AMZ_111,2024-03-26,67,3.3,Tablet
USR_123,AMZ_7922,2024-07-17,18,1.6,Smart TV
USR_123,AMZ_5996,2024-07-30,45,3.2,Laptop
USR_123,NFX_3402,2024-09-21,59,2.6,TV
USR_123,AMZ_6764,2024-09-14,86,4.8,TV
USR_123,NFX_4294,2024-01-25,47,3.8,Laptop
USR_123,NFX_2864,2023-12-24,69,3.1,Tablet
USR_123,NFX_2023,2024-07-12,76,3.4,Smart TV
USR_123,NFX_2509,2024-03-01,53,3.1,Laptop
USR_123,AMZ_3224,2024-10-02,96,4.3,Tablet
USR_123,AMZ_2595,2024-07-22,99,3.1,Mobile
USR_123,NFX_5037,2023-12-27,38,2.2,Smart TV
USR_123,NFX_4017,2024-09-03,57,4.3,Laptop
USR_123,NFX_8509,2024-05-06,96,5.0,Tablet
USR_123,NFX_3698,2024-11-25,36,3.0,Smart TV
USR_123,NFX_994,2024-03-24,98,3.9,TV
USR_123,AMZ_8144,2024-06-14,32,1.1,Mobile
USR_123,AMZ_1494,2024-06-21,58,3.0,Tablet
USR_123,NFX_7741,2024-07-30,81,3.7,Tablet
USR_123,AMZ_4035,2024-04-26,47,3.5,Laptop
USR_123,AMZ_5454,2024-04-08,99,4.2,Smart TV
USR_123,AMZ_2054,2023-12-27,61,3.4,Tablet
USR_123,AMZ_7451,2024-11-15,52,3.8,Smart TV
USR_123,NFX_3973,2024-10-30,96,4.8,Smart TV
USR_123,AMZ_875,2024-05-23,14,,Tablet
USR_123,NFX_7144,2024-10-17,15,1.2,TV
USR_123,NFX_3764,2024-08-23,28,2.8,Tablet
USR_123,NFX_334,2024-07-07,43,3.5,Tablet
USR_123,NFX_5584,2024-09-09,99,4.6,Laptop
USR_123,NFX_557,2024-02-29,33,2.1,Tablet
USR_123,NFX_157,2024-08-13,12,,Smart TV
USR_123,AMZ_4937,2024-11-07,74,3.5,Smart TV
USR_123,NFX_2775,2024-09-23,13,,TV
USR_123,NFX_612,2024-08-30,44,3.0,Tablet
USR_123,AMZ_8592,2024-11-10,26,1.8,Tablet
USR_123,NFX_6680,2024-06-25,26,1.8,Tablet
USR_123,NFX_6664,2024-07-11,96,5.0,Tablet
USR_123,NFX_551,2024-04-30,75,2.6,Tablet
USR_123,AMZ_3892,2024-07-12,44,2.8,Smart TV
USR_123,NFX_4368,2024-10-08,57,2.8,Laptop
USR_123,NFX_2052,2024-06-27,55,3.7,Tablet
USR_123,NFX_4332,2024-05-19,13,,Laptop
USR_123,NFX_6224,2024-09-03,74,3.4,Mobile
USR_123,AMZ_6409,2024-07-15,78,3.7,Laptop
USR_123,AMZ_3840,2024-02-06,16,1.1,Laptop
USR_123,AMZ_1954,2024-06-06,34,1.0,Mobile
USR_123,AMZ_2950,2024-02-02,21,2.7,Laptop
USR_123,NFX_360,2024-07-25,65,3.0,Smart TV
USR_124,NFX_4270,2024-07-15,82,4.6,Tablet
USR_124,NFX_2788,2024-04-17,30,1.0,Tablet
USR_124,NFX_3696,2024-07-06,66,3.0,TV
USR_124,NFX_2399,2024-05-16,85,4.0,Tablet
USR_124,NFX_3336,2024-07-26,92,3.6,Laptop
USR_124,NFX_400,2024-06-04,58,2.6,Smart TV
USR_124,NFX_1091,2024-06-29,83,3.6,Laptop
USR_124,NFX_2444,2023-12-31,94,4.1,Smart TV
USR_124,NFX_1186,2023-12-18,62,2.5,TV
USR_124,NFX_3879,2024-02-17,16,2.4,Tablet
USR_124,NFX_154,2024-05-12,60,3.7,Smart TV
USR_124,NFX_1649,2024-07-16,96,4.8,Laptop
USR_124,NFX_2066,2024-11-01,89,5.0,TV
USR_124,NFX_6901,2024-08-28,26,1.9,Mobile
USR_124,NFX_7627,2024-06-06,65,3.8,Smart TV
USR_124,NFX_2774,2024-03-20,22,1.0,Tablet
USR_124,NFX_1983,2024-08-28,94,3.8,Smart TV
USR_124,NFX_1724,2024-05-13,55,3.3,Laptop
USR_124,NFX_4862,2023-12-02,39,1.0,Tablet
USR_124,NFX_4274,2023-12-10,65,3.5,Laptop
USR_124,NFX_5672,2024-10-24,44,3.1,Mobile
USR_124,NFX_3663,2024-09-17,63,3.1,Mobile
USR_124,NFX_5231,2024-01-31,33,2.2,TV
USR_124,NFX_8277,2024-08-31,18,2.0,Laptop
USR_124,NFX_2966,2024-10-28,61,3.5,Laptop
USR_124,NFX_2645,2024-10-19,49,4.1,Laptop
USR_124,NFX_2958,2023-10-06,50,4.2,Laptop
USR_124,NFX_3588,2024-08-22,87,5.0,Tablet
USR_124,NFX_2462,2024-10-08,44,3.5,Tablet
USR_124,NFX_5096,2023-12-05,76,3.9,Tablet
USR_124,NFX_1538,2024-07-14,76,3.7,Tablet
USR_124,NFX_1723,2024-01-11,20,2.6,Tablet
USR_124,NFX_1918,2024-09-15,92,5.0,Laptop
USR_124,NFX_2740,2024-07-29,39,1.3,Mobile
USR_124,NFX_3716,2024-01-27,52,3.6,Smart TV
USR_125,DSN_7,2023-05-08,66,4.0,TV
USR_125,DSN_66,2024-03-22,69,3.2,Laptop
USR_125,DSN_188,2024-07-09,99,4.8,Smart TV
USR_125,DSN_219,2023-05-22,76,2.7,TV
USR_125,DSN_246,2023-07-13,94,3.5,TV
USR_125,DSN_260,2023-01-21,24,2.5,Laptop
USR_125,DSN_279,2024-05-13,50,3.3,Laptop
USR_125,DSN_388,2024-09-03,73,2.9,Laptop
USR_125,DSN_503,2024-05-04,52,3.4,Tablet
USR_125,DSN_521,2024-01-11,13,,Smart TV
USR_125,DSN_867,2024-02-21,92,4.2,TV
USR_125,DSN_923,2023-07-27,34,1.3,Laptop
USR_125,DSN_950,2024-04-01,53,3.3,Tablet
USR_125,DSN_976,2024-06-04,41,2.4,Smart TV
USR_125,DSN_1227,2023-07-25,96,4.0,Mobile
USR_126,AMZ_3827,2023-09-20,29,1.4,Mobile
USR_126,DSN_953,2024-05-06,46,4.1,Mobile
USR_126,DSN_396,2024-08-16,84,3.9,Tablet
USR_126,AMZ_908,2023-02-27,42,2.8,TV
USR_126,AMZ_643,2024-07-13,16,1.7,Smart TV
USR_126,AMZ_4343,2023-11-15,56,3.5,Smart TV
USR_126,AMZ_5763,2023-02-06,31,1.9,Mobile
USR_126,NFX_2761,2024-02-29,16,2.2,Tablet
USR_126,NFX_3074,2024-01-13,23,1.0,Mobile
USR_126,AMZ_2764,2023-03-12,23,1.8,Mobile
USR_126,AMZ_9212,2024-05-17,86,4.6,Mobile
USR_126,AMZ_180,2024-10-02,38,2.0,Laptop
USR_126,AMZ_7975,2023-05-01,84,4.0,Tablet
USR_126,NFX_3076,2024-04-08,91,3.8,Tablet
USR_126,NFX_4055,2024-08-21,57,2.9,Smart TV
USR_126,NFX_3288,2024-08-08,66,3.8,Laptop
USR_126,AMZ_4430,2023-02-06,53,2.9,Mobile
USR_126,NFX_7968,2023-03-16,37,2.2,Mobile
USR_126,NFX_2349,2023-06-25,94,4.9,Laptop
USR_126,AMZ_7791,2024-01-21,64,3.0,Laptop
USR_126,DSN_27,2023-09-28,73,2.7,Mobile
USR_126,NFX_6401,2023-05-22,24,2.9,Smart TV
USR_126,AMZ_8954,2024-11-23,90,4.8,TV
USR_126,NFX_3956,2023-05-05,75,4.0,Mobile
USR_126,AMZ_3377,2024-02-11,36,3.1,TV
USR_126,AMZ_5709,2024-07-14,21,1.5,Laptop
USR_126,DSN_619,2023-07-08,82,4.7,Smart TV
USR_126,AMZ_5933,2024-01-27,45,3.6,Smart TV
USR_126,NFX_3129,2023-03-29,78,3.7,Laptop
USR_126,AMZ_8449,2024-08-11,23,1.6,TV
USR_126,AMZ_9620,2023-10-12,77,2.6,Tablet
USR_126,AMZ_5717,2023-06-25,84,3.9,Tablet
USR_126,NFX_2892,2023-10-10,84,4.7,Mobile
USR_126,NFX_3470,2023-06-30,41,3.7,Tablet
USR_126,AMZ_8667,2024-07-18,19,2.5,Mobile
USR_126,AMZ_9392,2024-02-10,99,4.3,Laptop
USR_126,DSN_609,2023-04-26,90,3.9,Smart TV
USR_126,AMZ_4619,2024-10-04,76,3.5,Mobile
USR_126,AMZ_978,2023-07-03,28,2.0,Mobile
USR_126,AMZ_5706,2024-04-23,92,4.5,TV
USR_126,DSN_899,2023-07-14,66,2.7,Mobile
USR_126,AMZ_907,2023-02-19,26,1.7,Laptop
USR_126,NFX_2772,2023-08-21,68,3.5,Laptop
USR_126,AMZ_819,2024-01-05,42,3.6,Laptop
USR_126,AMZ_4674,2023-11-03,49,2.2,Mobile
USR_126,DSN_227,2023-09-23,87,4.3,Smart TV
USR_126,DSN_1214,2023-10-29,59,3.2,Mobile
USR_126,AMZ_8188,2024-06-23,82,4.5,Smart TV
USR_126,AMZ_8978,2023-08-21,93,4.5,Smart TV
USR_126,AMZ_6249,2023-11-15,55,3.4,Laptop
USR_126,NFX_7480,2023-10-31,70,2.7,Smart TV
USR_126,AMZ_4020,2023-09-09,59,2.3,Laptop
USR_126,NFX_3609,2023-09-09,69,2.4,TV
USR_126,AMZ_5519,2023-01-22,41,3.2,TV
USR_126,DSN_1037,2024-04-29,78,2.2,Smart TV
USR_126,AMZ_8583,2023-07-11,20,1.7,Mobile
USR_126,NFX_2255,2023-10-08,46,3.4,Mobile
USR_126,AMZ_3601,2024-10-31,23,2.0,Laptop
USR_126,NFX_5513,2024-04-29,33,1.5,Laptop
USR_126,AMZ_7817,2024-03-16,32,1.6,Laptop
USR_126,AMZ_7298,2024-01-21,72,2.9,Tablet
USR_126,DSN_1041,2024-03-20,24,1.4,Laptop
USR_126,AMZ_7692,2024-06-22,77,3.6,Tablet
USR_126,AMZ_6950,2023-09-05,37,2.1,Laptop
USR_126,AMZ_4429,2024-02-20,12,,Mobile
USR_126,AMZ_505,2023-12-30,10,,Tablet
USR_126,AMZ_8439,2024-08-13,74,2.7,Tablet
USR_126,AMZ_3812,2024-10-10,12,,TV
USR_126,AMZ_6505,2024-05-16,98,4.0,Mobile
USR_126,AMZ_8061,2023-06-16,23,1.4,Mobile
USR_126,AMZ_1969,2023-11-15,68,3.2,Mobile
USR_126,NFX_5580,2023-05-31,67,2.8,Laptop
USR_126,AMZ_4666,2023-07-07,40,2.7,Tablet
USR_126,NFX_3360,2023-07-03,19,2.3,TV
USR_126,NFX_4645,2023-06-02,90,4.3,Laptop
USR_126,AMZ_1431,2023-02-25,52,4.0,Smart TV
USR_126,NFX_4848,2024-10-30,68,3.2,Tablet
USR_126,NFX_3063,2024-05-12,29,2.6,Mobile
USR_126,NFX_6413,2024-01-11,88,3.9,Laptop
USR_126,NFX_5509,2023-10-03,99,3.9,Laptop
USR_126,AMZ_2540,2024-06-07,25,2.5,TV
USR_126,NFX_1064,2024-04-30,80,3.8,Smart TV
USR_126,AMZ_7291,2024-05-06,59,3.2,TV
USR_126,NFX_3474,2024-08-17,95,3.5,Smart TV
USR_127,NFX_8389,2024-03-20,81,3.4,Mobile
USR_127,NFX_8041,2024-08-09,19,2.3,Tablet
USR_127,NFX_2921,2023-10-21,62,3.9,TV
USR_127,NFX_1772,2024-06-17,100,4.3,Tablet
USR_127,NFX_5145,2024-03-31,22,1.5,Tablet
USR_127,NFX_7269,2024-11-04,95,3.8,Mobile
USR_127,NFX_4641,2024-02-03,17,2.6,Tablet
USR_127,NFX_4934,2024-11-05,75,4.0,TV
USR_127,NFX_5883,2024-10-10,34,1.7,Mobile
USR_127,NFX_2157,2024-01-04,74,2.8,Laptop
USR_127,NFX_2694,2024-10-03,61,3.0,Laptop
USR_127,NFX_7882,2023-08-27,48,3.2,Mobile
USR_127,NFX_2671,2024-09-25,75,3.5,Mobile
USR_127,NFX_1927,2024-11-20,12,,TV
USR_127,NFX_477,2024-08-16,94,4.5,Tablet
USR_127,NFX_2573,2023-12-02,80,4.7,Laptop
USR_127,NFX_4825,2024-01-09,39,2.1,Mobile
USR_127,NFX_3882,2024-06-10,48,3.7,Smart TV
USR_127,DSN_306,2024-06-21,23,1.1,Laptop
USR_127,NFX_649,2024-02-13,12,,Laptop
USR_127,NFX_858,2023-10-23,19,2.8,Tablet
USR_127,NFX_6180,2024-03-14,83,3.7,Tablet
USR_127,NFX_4091,2023-09-28,96,3.9,Mobile
USR_127,NFX_4875,2024-07-05,12,,Smart TV
USR_127,NFX_4700,2024-10-29,26,1.4,Mobile
USR_127,NFX_982,2024-10-26,26,1.9,Mobile
USR_127,NFX_7095,2024-02-12,21,1.8,Laptop
USR_127,NFX_8324,2024-03-20,96,4.5,Laptop
USR_127,NFX_3634,2024-09-24,28,2.6,Laptop
USR_127,NFX_3851,2024-09-24,78,2.9,Laptop
USR_127,NFX_6557,2024-05-31,21,2.6,Laptop
USR_127,NFX_5058,2023-12-22,93,3.5,Smart TV
USR_127,DSN_740,2024-11-10,90,3.5,Smart TV
USR_127,NFX_2705,2024-05-06,100,5.0,Laptop
USR_127,NFX_2025,2024-02-28,60,3.0,Smart TV
USR_127,NFX_7371,2024-02-19,28,1.2,TV
USR_127,NFX_8729,2023-11-25,77,3.8,Tablet
USR_127,NFX_8563,2024-10-08,62,3.5,Smart TV
USR_127,NFX_8482,2024-03-20,56,4.1,TV
USR_127,NFX_5362,2024-02-04,83,4.2,Laptop
USR_127,NFX_5656,2024-09-15,64,3.0,TV
USR_127,NFX_851,2023-12-31,69,3.4,Mobile
USR_127,NFX_7387,2023-09-03,80,4.9,TV
